0.2103	0.8552	0.0350
0.2233	0.8653	0.0327
0.2365	0.8752	0.0305
0.2497	0.8854	0.0283
0.2630	0.8954	0.0262
0.2766	0.9052	0.0242
0.2903	0.9147	0.0223
0.3042	0.9238	0.0206
0.3184	0.9325	0.0190
0.3328	0.9408	0.0176
0.3473	0.9485	0.0162
0.3620	0.9555	0.0149
0.3768	0.9620	0.0137
0.3915	0.9672	0.0124
0.4064	0.9718	0.0112
0.4213	0.9758	0.0100
0.4364	0.9792	0.0089
0.4516	0.9822	0.0079
0.4668	0.9847	0.0070
0.4822	0.9868	0.0062
0.4978	0.9887	0.0054
0.5137	0.9903	0.0047
0.5298	0.9918	0.0040
0.5466	0.9936	0.0033
0.5636	0.9954	0.0027
0.5809	0.9969	0.0021
0.5984	0.9981	0.0016
0.6161	0.9991	0.0011
0.6338	0.9996	0.0008
0.6516	0.9997	0.0005
0.6694	0.9994	0.0003
0.6873	0.9986	0.0001
0.7052	0.9973	0.0000
0.7231	0.9954	-0.0001
0.7409	0.9929	-0.0001
0.7587	0.9899	-0.0001
0.7763	0.9864	0.0000
0.7938	0.9824	0.0000
0.8114	0.9780	0.0000
0.8287	0.9732	0.0000
0.8457	0.9678	0.0000
0.8624	0.9619	0.0000
0.8787	0.9556	0.0000
0.8941	0.9483	0.0000
0.9090	0.9406	0.0000
0.9235	0.9325	0.0000
0.9375	0.9240	0.0000
0.9512	0.9152	0.0000
0.9643	0.9061	0.0000
0.9771	0.8969	0.0000
0.9897	0.8876	0.0000
1.0020	0.8782	0.0000
1.0142	0.8689	0.0000
1.0268	0.8603	0.0000
1.0393	0.8517	0.0000
1.0514	0.8431	0.0000
1.0631	0.8344	0.0000
1.0743	0.8256	0.0000
1.0848	0.8165	0.0000
1.0946	0.8071	0.0000
1.1035	0.7975	0.0000
1.1116	0.7876	0.0000
1.1185	0.7774	0.0000
1.1239	0.7666	0.0000
1.1281	0.7554	0.0000
1.1313	0.7440	0.0000
1.1333	0.7323	0.0000
1.1343	0.7204	0.0000
1.1343	0.7083	0.0000
1.1332	0.6960	0.0000
1.1311	0.6836	0.0000
1.1281	0.6710	0.0000
1.1240	0.6583	0.0000
1.1190	0.6456	0.0000
1.1129	0.6328	0.0000
1.1060	0.6199	0.0000
1.0980	0.6069	0.0000
1.0891	0.5939	0.0000
1.0792	0.5808	0.0000
1.0684	0.5676	0.0000
1.0566	0.5544	0.0000
1.0440	0.5412	0.0000
1.0305	0.5280	0.0000
1.0160	0.5147	0.0000
1.0008	0.5014	0.0000
0.9848	0.4881	0.0000
0.9681	0.4750	0.0000
0.9507	0.4618	0.0000
0.9328	0.4488	0.0000
0.9143	0.4359	0.0000
0.8953	0.4231	0.0000
0.8760	0.4105	0.0000
0.8563	0.3981	0.0000
0.8366	0.3860	0.0000
0.8165	0.3742	0.0000
0.7963	0.3625	0.0000
0.7757	0.3510	0.0000
0.7549	0.3396	0.0000
0.7339	0.3282	0.0000
0.7126	0.3169	0.0000
0.6911	0.3057	0.0000
0.6694	0.2946	0.0000
0.6475	0.2835	0.0000
0.6249	0.2722	0.0000
0.6023	0.2610	0.0000
0.5798	0.2499	0.0000
0.5573	0.2389	0.0000
0.5351	0.2283	0.0000
0.5135	0.2180	0.0000
0.4923	0.2080	0.0000
0.4715	0.1983	0.0000
0.4512	0.1889	0.0000
0.4316	0.1798	0.0000
0.4128	0.1713	0.0000
0.3947	0.1630	0.0000
0.3772	0.1551	0.0000
0.3602	0.1475	0.0000
0.3437	0.1402	0.0000
0.3277	0.1332	0.0000
0.3121	0.1264	0.0000
0.2970	0.1199	0.0000
0.2825	0.1136	0.0000
0.2683	0.1076	0.0000
0.2546	0.1019	0.0000
0.2413	0.0964	0.0000
0.2285	0.0911	0.0000
0.2162	0.0860	0.0000
0.2043	0.0812	0.0000
0.1930	0.0766	0.0000
0.1822	0.0722	0.0000
0.1718	0.0680	0.0000
0.1620	0.0641	0.0000
0.1526	0.0603	0.0000
0.1436	0.0567	0.0000
0.1352	0.0533	0.0000
0.1271	0.0501	0.0000
0.1195	0.0470	0.0000
0.1122	0.0441	0.0000
0.1053	0.0414	0.0000
0.0988	0.0388	0.0000
0.0926	0.0363	0.0000
0.0868	0.0340	0.0000
0.0813	0.0318	0.0000
0.0760	0.0297	0.0000
0.0711	0.0278	0.0000
0.0664	0.0259	0.0000
0.0621	0.0242	0.0000
0.0579	0.0226	0.0000
0.0541	0.0211	0.0000
0.0504	0.0197	0.0000
0.0470	0.0183	0.0000
0.0438	0.0171	0.0000
0.0409	0.0159	0.0000
0.0381	0.0148	0.0000
0.0355	0.0138	0.0000
0.0330	0.0128	0.0000
0.0307	0.0120	0.0000
0.0286	0.0111	0.0000
0.0266	0.0104	0.0000
0.0248	0.0096	0.0000
0.0231	0.0090	0.0000
0.0214	0.0083	0.0000
0.0199	0.0077	0.0000
0.0185	0.0072	0.0000
0.0172	0.0067	0.0000
0.0160	0.0062	0.0000
0.0149	0.0058	0.0000
0.0138	0.0054	0.0000
0.0129	0.0050	0.0000
0.0119	0.0046	0.0000
0.0111	0.0043	0.0000
0.0103	0.0040	0.0000
0.0096	0.0037	0.0000
0.0089	0.0035	0.0000
0.0083	0.0032	0.0000
0.0077	0.0030	0.0000
0.0071	0.0028	0.0000
0.0066	0.0026	0.0000
0.0061	0.0024	0.0000
0.0057	0.0022	0.0000
0.0053	0.0021	0.0000
0.0049	0.0019	0.0000
0.0046	0.0018	0.0000
0.0042	0.0016	0.0000
0.0039	0.0015	0.0000
0.0036	0.0014	0.0000
0.0034	0.0013	0.0000
0.0031	0.0012	0.0000
0.0029	0.0011	0.0000
0.0027	0.0011	0.0000
0.0025	0.0010	0.0000
0.0023	0.0009	0.0000
0.0022	0.0008	0.0000
0.0020	0.0008	0.0000
0.0019	0.0007	0.0000
0.0017	0.0007	0.0000
0.0016	0.0006	0.0000
0.0015	0.0006	0.0000
0.0014	0.0005	0.0000
0.0013	0.0005	0.0000
0.0012	0.0005	0.0000
0.0011	0.0004	0.0000
0.0010	0.0004	0.0000
0.0010	0.0004	0.0000
0.0009	0.0004	0.0000
0.0008	0.0003	0.0000
0.0008	0.0003	0.0000
0.0007	0.0003	0.0000
0.0007	0.0003	0.0000
0.0006	0.0002	0.0000
0.0006	0.0002	0.0000
0.0005	0.0002	0.0000
0.0005	0.0002	0.0000
0.0005	0.0002	0.0000
0.0004	0.0002	0.0000
0.0004	0.0002	0.0000
0.0004	0.0001	0.0000
0.0004	0.0001	0.0000
0.0003	0.0001	0.0000
0.0003	0.0001	0.0000
0.0003	0.0001	0.0000
0.0003	0.0001	0.0000
0.0003	0.0001	0.0000
0.0002	0.0001	0.0000
0.0002	0.0001	0.0000
0.0002	0.0001	0.0000
0.0002	0.0001	0.0000
0.0002	0.0001	0.0000
0.0002	0.0001	0.0000
0.0002	0.0001	0.0000
0.0001	0.0001	0.0000
0.0001	0.0001	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
