0.0002	0.0000	0.0007
0.0002	0.0000	0.0009
0.0003	0.0000	0.0012
0.0004	0.0000	0.0016
0.0005	0.0001	0.0022
0.0007	0.0001	0.0029
0.0008	0.0001	0.0037
0.0011	0.0001	0.0048
0.0014	0.0002	0.0062
0.0018	0.0002	0.0081
0.0024	0.0003	0.0105
0.0030	0.0003	0.0132
0.0037	0.0004	0.0165
0.0047	0.0005	0.0208
0.0058	0.0006	0.0260
0.0072	0.0008	0.0323
0.0089	0.0009	0.0397
0.0108	0.0011	0.0486
0.0132	0.0014	0.0591
0.0159	0.0017	0.0715
0.0191	0.0020	0.0860
0.0228	0.0024	0.1029
0.0271	0.0028	0.1222
0.0319	0.0033	0.1443
0.0373	0.0039	0.1692
0.0434	0.0045	0.1971
0.0504	0.0052	0.2293
0.0580	0.0060	0.2646
0.0663	0.0069	0.3031
0.0752	0.0078	0.3447
0.0847	0.0088	0.3894
0.0950	0.0098	0.4377
0.1057	0.0109	0.4888
0.1170	0.0120	0.5425
0.1286	0.0132	0.5986
0.1406	0.0145	0.6568
0.1531	0.0157	0.7178
0.1659	0.0171	0.7803
0.1787	0.0185	0.8439
0.1916	0.0199	0.9081
0.2045	0.0214	0.9725
0.2170	0.0229	1.0361
0.2294	0.0245	1.0991
0.2415	0.0261	1.1613
0.2533	0.0278	1.2226
0.2647	0.0295	1.2825
0.2754	0.0312	1.3394
0.2858	0.0330	1.3948
0.2957	0.0348	1.4489
0.3054	0.0367	1.5018
0.3147	0.0387	1.5535
0.3242	0.0407	1.6062
0.3333	0.0428	1.6574
0.3420	0.0450	1.7068
0.3501	0.0473	1.7540
0.3577	0.0496	1.7985
0.3645	0.0520	1.8394
0.3705	0.0545	1.8770
0.3758	0.0570	1.9110
0.3802	0.0595	1.9412
0.3837	0.0621	1.9673
0.3860	0.0645	1.9875
0.3875	0.0670	2.0034
0.3880	0.0695	2.0153
0.3878	0.0721	2.0232
0.3867	0.0747	2.0273
0.3848	0.0775	2.0272
0.3822	0.0804	2.0237
0.3789	0.0833	2.0169
0.3751	0.0863	2.0072
0.3707	0.0895	1.9948
0.3661	0.0926	1.9809
0.3611	0.0958	1.9645
0.3555	0.0991	1.9457
0.3495	0.1026	1.9244
0.3430	0.1063	1.9007
0.3357	0.1103	1.8737
0.3279	0.1146	1.8445
0.3198	0.1190	1.8132
0.3112	0.1235	1.7801
0.3023	0.1282	1.7454
0.2933	0.1327	1.7105
0.2841	0.1374	1.6741
0.2744	0.1423	1.6361
0.2645	0.1474	1.5964
0.2541	0.1528	1.5549
0.2430	0.1588	1.5113
0.2316	0.1651	1.4658
0.2199	0.1716	1.4183
0.2079	0.1783	1.3689
0.1956	0.1852	1.3176
0.1828	0.1921	1.2616
0.1700	0.1990	1.2042
0.1572	0.2060	1.1461
0.1446	0.2130	1.0879
0.1323	0.2199	1.0302
0.1210	0.2264	0.9754
0.1102	0.2329	0.9220
0.0998	0.2395	0.8701
0.0899	0.2464	0.8201
0.0805	0.2536	0.7721
0.0716	0.2620	0.7275
0.0631	0.2707	0.6851
0.0552	0.2796	0.6447
0.0479	0.2886	0.6064
0.0411	0.2977	0.5701
0.0350	0.3056	0.5355
0.0294	0.3136	0.5028
0.0244	0.3217	0.4718
0.0200	0.3302	0.4427
0.0162	0.3391	0.4153
0.0130	0.3494	0.3897
0.0103	0.3602	0.3658
0.0081	0.3715	0.3433
0.0064	0.3832	0.3222
0.0051	0.3954	0.3024
0.0040	0.4079	0.2834
0.0033	0.4207	0.2656
0.0030	0.4338	0.2488
0.0031	0.4472	0.2332
0.0038	0.4608	0.2185
0.0052	0.4745	0.2051
0.0071	0.4884	0.1926
0.0094	0.5025	0.1808
0.0122	0.5168	0.1697
0.0154	0.5314	0.1592
0.0190	0.5461	0.1487
0.0229	0.5610	0.1386
0.0273	0.5761	0.1291
0.0322	0.5913	0.1203
0.0375	0.6067	0.1120
0.0433	0.6224	0.1050
0.0496	0.6382	0.0985
0.0563	0.6541	0.0927
0.0636	0.6699	0.0873
0.0714	0.6857	0.0822
0.0798	0.7015	0.0774
0.0886	0.7171	0.0729
0.0979	0.7324	0.0686
0.1076	0.7473	0.0646
0.1177	0.7618	0.0607
0.1281	0.7751	0.0568
0.1388	0.7879	0.0531
0.1498	0.8001	0.0496
0.1612	0.8119	0.0462
0.1730	0.8233	0.0431
0.1851	0.8343	0.0402
0.1976	0.8449	0.0375
